,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
12312,ENZRXN-22587,hydroxylamine reductase,MONOMER-18518,['HAONITRO-RXN'],N/A
12313,ENZRXN-26752,14-demethyllanosterol monooxygenase,MONOMER-20665,['RXN-20115'],N/A
12314,ENZRXN-19309,phosphatidyl-<i>N</i>-methylethanolamine <i>N</i>-methyltransferase,YJR073C-MONOMER,['2.1.1.71-RXN'],N/A
12315,ENZRXN-20473,"hydroquinone 1,2-dioxygenase",CPLX-8489,['RXN-8740'],N/A
12316,ENZRXN-19923,glucosyl-oleandomycin-exporting ATPase,MONOMER-17076,['TRANS-RXN-220'],N/A
12317,ENZRXN0-5921,<i>N</i>-acetylmuramic acid 6-phosphate etherase,CPLX0-7732,['RXN0-4641'],N/A
12318,ENZRXN-14003,glutamine synthetase,CPLX-7387,['GLUTAMINESYN-RXN'],N/A
12319,ENZRXN66-19678,phosphoglucomutase,HS09924-MONOMER,['PHOSPHOGLUCMUT-RXN'],N/A
12320,ENZRXN-26613,"5,6,7,13-tetrahydroxy-3,8,12-trimethyltetradeca-2,10-dienoyl-[acp] cyclase",MONOMER-20581,['RXN-19865'],N/A
12321,ENZRXN-16811,(6-4)DNA photolyase,MONOMER-15021,['RXN-10771'],N/A
12322,ENZRXN0-7537,sulfate ABC transporter,ABC-70-CPLX,['ABC-70-RXN'],['(SULFATE CPD-4422)']
12323,ENZRXN-21907,ginsenoside Rd 3-diglucosidase,CPLX-8718,['RXN-14617'],N/A
12324,ENZRXN66-607,&alpha;-D-glucopyranose 6-kinase,HS08399-MONOMER,['GLUCOKIN-RXN'],N/A
12325,ENZRXN-22438,4-hydroxyphenylacetaldehyde dehydrogenase,MONOMER-18433,['1.2.1.53-RXN'],N/A
12326,ENZRXN-19752,phenylacetaldehyde dehydrogenase,MONOMER-16949,['PHENDEHYD-RXN'],N/A
12327,ENZRXN-24940,N-terminal alanine <i>N</i><sub>&alpha;</sub>-acetyltransferase,CPLX-9129,['RXN-17860'],N/A
12328,ENZRXN-20336,"PI(4,5)P<sub>2</sub>phosphoinositide 5-phosphatase",AT2G32010-MONOMER,['PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN'],N/A
12329,ENZRXN66-1801,lactose synthase,CPLX-9162,['LACTOSE-SYNTHASE-RXN'],N/A
12330,ENZRXN-22981,5-aminolevulinyl-CoA cyclase,MONOMER-18786,['RXN-15716'],N/A
12331,ENZRXN-13858,"&beta;-glucogallin:4-<i>O</i>-digalloyl-1,2,3,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose(2,4-<i>O</i>-digalloyl)-galloyltransferase",MONOMER-13003,['RXN-8727'],N/A
12332,ENZRXN0-7362,peroxyureidoacrylate amidohydrolase,G6522-MONOMER,['RXN0-6460'],N/A
12333,ENZRXN-14416,ribulose bisphosphate carboxylase,RUBISCO2,['RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN'],N/A
12334,ENZRXN-16658,<i>cis</i>-&Delta;<sup>7</sup>-tetradecenoyl-[acp]:NAD+ oxidoreductase,CPLX0-8006,['RXN-10657'],N/A
12335,ENZRXN-24245,penicillin G transacylase,CPLX-9042,['RXN-17100'],N/A
12336,ENZRXN-17212,cadaverine hydroxylase,SCO2783-MONOMER,['RXN-10995'],N/A
12337,ENZRXN66-4574,<i>cis</i>-stilbene oxide hydrolase,HS07112-MONOMER,['3.3.2.9-RXN'],N/A
12338,ENZRXN-22292,9'-hydroxy-aurachin D monooxygenase,MONOMER-18334,['RXN-15024'],N/A
12339,ENZRXNQT-30485,caffeoyl-CoA <i>O-</i>methyltransferase,AT4G26220-MONOMER,['CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN'],N/A
12340,ENZRXN-24768,1-butanol dehydrogenase,MONOMER-19862,['RXN-17641'],['(BUTANOL CPD-326)']
12341,ENZRXN-10992,"D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate 2-kinase",AT5G42810-MONOMER,['RXN-7185'],N/A
12342,ENZRXN-5294,trichloroethene reductive dehalogenase,CPLX-3941,['TCEREDCHLOR-RXN'],N/A
12343,ENZRXN-22840,&alpha;-amyrin synthase,MONOMER-18684,['RXN-8434'],N/A
12344,ENZRXN-15996,2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate cytidylyltransferase,MONOMER-14549,['RXN-9993'],N/A
12345,ENZRXN-25328,"UDP-galactose:lactotriaosylceramide &beta;-1,3-galactosyltransferase",ENSG00000172318-MONOMER,['2.4.1.86-RXN'],N/A
12346,ENZRXN-14248,glucose-1-phosphate guanylyltransferase,MONOMER-13386,['2.7.7.34-RXN'],['(GLC-1-P MANNOSE-1P)']
12347,ENZRXN-13706,choline kinase,MONOMER-12866,['CHOLINE-KINASE-RXN'],N/A
12348,ENZRXN-11877,ornithine cyclodeaminase,MONOMER-11553,['ORNITHINE-CYCLODEAMINASE-RXN'],N/A
12349,ENZRXN-17069,"inositol 1,4,5-trisphosphate 3-kinase",HS07712-MONOMER,['2.7.1.127-RXN'],N/A
12350,ENZRXN-16481,indole-3-acetyl-tyrosine synthetase,AT1G28130-MONOMER,['RXN-10432'],N/A
12351,ENZRXN0-8305,O-4-methylthymine-DNA methyltransferase,PD00230,['RXN-17824'],N/A
12352,ENZRXN-4402,indole-3-acetyl-&beta;-1-D-glucose hydrolase,MONOMER-4281,['RXN-3165'],"['(CPD-1102 INDOLE-3-ACETYL-BETA-6-D-GLUCOSE)', '(CPD-1102 INDOLE-3-ACETYL-BETA-4-D-GLUCOSE)']"
12353,ENZRXN66-2915,4'-phosphopantotheine adenylyltransferase,HS00931-MONOMER,['PANTEPADENYLYLTRAN-RXN'],N/A
12354,ENZRXN-6992,glyceollin synthase,MONOMER-6710,['RXN-4513'],N/A
12355,ENZRXN-25186,chitinase,MONOMER-20053,['3.2.1.14-RXN'],N/A
12356,ENZRXN-24629,light-independent protochlorophyllide reductase,CPLX-9074,['RXN-17485'],N/A
12357,ENZRXN-20933,oleate &omega;-hydroxylase,MONOMER-17705,['RXN-16400'],N/A
12358,ENZRXN0-8094,peptidoglycan DD-carboxypeptidase,CPLX0-7717,['RXN-16649'],N/A
12359,ENZRXN-3587,muconolactone isomerase,CPLX-2844,['MUCONOLACTONE-DELTA-ISOMERASE-RXN'],N/A
12360,ENZRXN-18753,NADP<sup>+</sup>L-lactaldehyde dehydrogenase,MONOMER-16244,['RXN-12165'],N/A
12361,ENZRXN-6424,<i>cis</i>-zeatin-<i>O</i>-glucosyltransferase,CISZOG1-MONOMER,['RXN-4735'],['(CPD-4441 CPD-6161)']
12362,ENZRXN-20186,UDP-GlcNAc:ribosylparomamine <i>N</i>-acetylglucosaminyltransferase,MONOMER-17267,['RXN-13209'],N/A
12363,ENZRXN-12938,cinnamate glucosyltransferase,MONOMER-12304,['CINNAMATE-GLUCOSYLTRANSFERASE-RXN'],N/A
12364,ENZRXN-20776,(R)-mandelonitrile lyase,CPLX-8545,['MANDELONITRILE-LYASE-RXN'],N/A
12365,ENZRXN0-7838,transport and phosphorylation of chitobiose,CPLX-155,['TRANS-RXN-155B'],N/A
12366,ENZRXN1G-100,arachidoyl-[acp] synthase,G185E-6762-MONOMER,['RXN1G-574'],N/A
12367,ENZRXN-12795,geranyl pyrophosphate synthase,CPLX-7090,['GPPSYN-RXN'],N/A
12368,ENZRXN-6046,trehalose phosphorylase,CPLX-4122,['ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN'],N/A
12369,ENZRXN-23370,anditomin synthase,MONOMER-19056,['RXN-16093'],N/A
12370,ENZRXNMETA-19609,1-deoxypentalenate 1-hydroxylase,MONOMERMETA-16855,['RXNMETA-12666'],N/A
12371,ENZRXN-22695,tetracenomycin F1 monooxygenase,MONOMER-18599,['RXN-14695'],N/A
12372,ENZRXN-21351,2'-deoxyguanosine kinase (ATP),CPLX-8618,['DEOXYGUANOSINE-KINASE-RXN'],N/A
12373,ENZRXN18C3-283,sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(6-methyl)heptanoyl-6-(2-methyl)butyryltransferase,MONOMER18C3-143,['RXN18C3-114'],N/A
12374,ENZRXN-20631,3-methoxy-5-hydroxytoluene <i>O</i>-methyltransferase,CPLX-8510,['RXN-9018'],N/A
12375,ENZRXN-14877,(5<i>R</i>)-albaflavenol synthase,MONOMER-13905,['RXN-9351'],N/A
12376,ENZRXN-23231,N-hydroxyornithine: acetyl CoA N-transacetylase,MONOMER-18967,['RXN-11130'],N/A
12377,ENZRXN-14117,dihydrogeranylgeranyl-bacteriochlorophyll <i>a</i> reductase,MONOMER-13251,['RXN-8790'],N/A
12378,ENZRXN-17656,pyrrolysyl-tRNA synthetase,MONOMER-15529,['6.1.1.26-RXN'],N/A
12379,ENZRXN-21192,homoserine <i>O</i>-acetyltransferase,MONOMER-17841,['HOMOSERINE-O-ACETYLTRANSFERASE-RXN'],N/A
12380,ENZRXN-16928,"3-O-methylgallate:oxygen 4,5-oxidoreductase",CPLX-7916,['METHYLGALLATE-RXN'],N/A
12381,NADH-DHII-ENZRXN,NADH:ubiquinone oxidoreductase,NADH-DHII-MONOMER,['RXN0-5330'],N/A
12382,ENZRXN-14710,decaprenyl diphosphate synthase,CPLX-7582,['RXN-9106'],N/A
12383,ENZRXN-12633,<i>p</i>-hydroxyphenylpyruvate oxidase,MONOMER-12071,['1.2.3.13-RXN'],"['(P-HYDROXY-PHENYLPYRUVATE GLYOX)', '(P-HYDROXY-PHENYLPYRUVATE PHENYL-PYRUVATE)']"
12384,ENZRXN3O-11350,"2,4-dienoyl-CoA reductase",CPLX-8720,['RXN-7911'],N/A
12385,ENZRXN-17498,spermidine:4-coumaroyl-CoA N-acyltransferase,AT2G19070-MONOMER,['RXN-11257'],N/A
12386,ENZRXN66-875,[heparan sulfate]-&alpha;-D-<i>N</i>-sulfoglucosamine 3-<i>O</i>-sulfotransferase,HS00082-MONOMER,['2.8.2.23-RXN'],['(|Heparan-sulfate-D-GlcNS| |Heparan-GlcN-6-N-bisulfate|)']
12387,ENZRXN-25725,E1 NEDD8-activating enzyme,CPLX-9240,['RXN-18742'],N/A
12388,GPH-ENZRXN,phosphoglycolate phosphatase,GPH-MONOMER,['GPH-RXN'],"['(CPD-67 CPD0-2041)', '(CPD-67 CARBAMOYL-P)', '(CPD-67 CPD-194)', '(CPD-67 PYRIDOXAL_PHOSPHATE)', '(CPD-67 ACETYL-P)', '(CPD-67 G3P)', '(CPD-67 2-PG)', '(CPD-67 PHOSPHO-ENOL-PYRUVATE)']"
12389,ENZRXN0-8431,tellurite reductase,E3-CPLX,['RXN-15119'],['(|Donor-H2| NADH)']
12390,ENZRXN-23747,maleamate amidohydrolase,MONOMER-19256,['RXN-646'],N/A
12391,ENZRXN-25591,D-erythronate 2-dehydrogenase,MONOMER-20182,['RXN-18591'],['(NAD NADP)']
12392,ENZRXN-23088,<i>N</i>-desmethyl-gliotoxin <i>N</i>-methyltransferase,MONOMER-18856,['RXN-15686'],N/A
12393,ENZRXN-12315,indole-3-ethanol:NAD+ oxidoreductase,CPLX-7009,['1.1.1.190-RXN'],N/A
12394,ENZRXN-23614,"3,4-didehydroisozeaxanthin 3',4'-desaturase",MONOMER-19172,['RXN-16412'],N/A
12395,ENZRXN-14530,aconitase,MONOMER-13634,['ACONITATEDEHYDR-RXN'],N/A
12396,ENZRXN-15344,isovitexin &beta;-glucosyltransferase,MONOMER-14169,['ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN'],N/A
12397,ENZRXN-12141,methionine adenosyltransferase,MONOMER-11743,['S-ADENMETSYN-RXN'],N/A
12398,ENZRXN-17339,pyochelin synthase,CPLX-7976,['RXN-11114'],N/A
12399,ENZRXN-18059,carboxyspermidine decarboxylase,MONOMER-15804,['RXN-11564'],['(CPD-10012 CPD-9995)']
12400,ENZRXN-15176,arachidoyl-CoA hydrolase,MONOMER-14105,['RXN-9629'],N/A
12401,ENZRXNQT-9635,2-(5'-methylthio)pentylmalate synthase,AT5G23020-MONOMER,['RXNQT-4169'],N/A
12402,ENZRXN-9325,"5,10-methenyl-tetrahydropteroyl-[&gamma;-Glu] 5-hydrolase (decyclizing)",CPLX-5562,['METHENYLTHFCYCLOHYDRO-RXN'],N/A
12403,ENZRXN-17920,mannitol-1-phosphatase,MONOMER-15724,['MANNITOL-1-PHOSPHATASE-RXN'],N/A
12404,ENZRXN-25435,"2,5-dichloro-cis,cis-muconate cycloisomerase",CPLX-7712,['RXN-18360'],N/A
12405,ENZRXN-26120,L-tryptophan isonitrile desaturase/decarboxylase (3-[(<i>Z</i>)-2-isocyanoethenyl]-1<i>H</i>-indole-forming),MONOMER-20414,['RXN-19268'],N/A
12406,ENZRXN-8582,NMN 5'-nucleotidase,MONOMER-8341,['RXN-5841'],N/A
12407,ENZRXN-11994,"(gibberellin-24), 2-oxoglutarate:oxygen oxidoreductase",MONOMER-11641,['RXN1F-164'],N/A
12408,ENZRXN-19172,"xyloglucan-specific exo-&beta;-1,4-glucanase",MONOMER-16610,['RXN-12397'],N/A
12409,ENZRXN-25987,&gamma;-carotene &beta;-ring desaturase,MONOMER-20348,['RXN-19135'],N/A
12410,ENZRXN-7801,tryptophan 2-monooxygenase,MONOMER-7661,['TRYPTOPHAN-2-MONOOXYGENASE-RXN'],['(TRP 5-HYDROXY-TRYPTOPHAN)']
12411,ENZRXN-13348,&alpha;-chamigrene synthase,AT5G44630-MONOMER,['RXN-8428'],N/A
12412,ENZRXN-19026,FAD synthetase,CPLX-8283,['FADSYN-RXN'],['(ATP CTP)']
12413,ENZRXN-25842,"Man<sub>7</sub>GlcNAc<sub>2</sub> isomer 7A<sub>1,2,3</sub>B<sub>3</sub> 1,2-&alpha;-mannosidase",HS05846-MONOMER,['RXN-18917'],N/A
12414,ENZRXN0-3784,tRNA pseudouridine<sup>65</sup> synthase,G7449-MONOMER,['RXN-11840'],N/A
12415,ENZRXN-13206,kaempferol 3-<i>O</i>-glucosyltransferase,MONOMER-12514,['RXN1F-461'],N/A
12416,ENZRXN-21050,quercetin 3-<i>O</i>-glucosyltransferase,MONOMER-17774,['RXN1F-462'],N/A
12417,ENZRXN-21771,trans-(11Z)-eicos-11-enoyl-CoA reductase,MONOMER-18037,['RXN-14486'],N/A
12418,ENZRXN3DJ-131,UDP glucuronidase,MONOMER3DJ-130,['RXN3DJ-64'],N/A
12419,ENZRXN-18871,GDP-glucosamine <i>N</i>-acetyltransferase,MONOMER-16346,['RXN-12232'],['(CPD-13160 GLUCOSAMINE-1P)']
12420,ENZRXN-19619,ATP phosphatase,MONOMER-16864,['APYRASE-RXN'],N/A
12421,ENZRXN0-2421,crotonyl-CoA hydratase,G6708-MONOMER,['3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN'],N/A
12422,ENZRXN-13060,vellosimine reductase,MONOMER-12406,['1.1.1.273-RXN'],N/A
12423,ENZRXN66-1184,"inositol-1,4,5-trisphosphate 5-phosphatase",HS01279-MONOMER,['3.1.3.56-RXN'],N/A
12424,ENZRXN-21631,saturated archaetidylinositol phosphate phosphatase,MONOMER-15159,['RXN-14404'],N/A
12425,ENZRXN1G-295,C85-cis-methoxy-mycolate-[pks13-c-ppb] mycolyltransferase,G185E-8098-MONOMER,['RXN1G-289'],N/A
12426,ENZRXN-24119,"3-methylgentisate 1,2-dioxygenase",CPLX-8845,['RXN-16945'],N/A
12427,ENZRXN-19440,"<i>N,N'</i>-diacetylchitobiose deacetylase",CPLX-8336,['RXN-12543'],['(CHITOBIOSE CPD-13227)']
12428,ENZRXN-9846,"(gibberellin-15), 2-oxoglutarate:oxygen oxidoreductase",AT5G51810-MONOMER,['RXN1F-163'],N/A
12429,ENZRXN-22164,acetyl-CoA <em>C</em>-acetyltransferase,MONOMER-18244,['ACETYL-COA-ACETYLTRANSFER-RXN'],N/A
12430,TRANS-ENZRXN-204,sugar exporter SetA,B0070-MONOMER,['TRANS-RXN-82'],N/A
12431,ENZRXN-23478,cytosine deaminase,CPLX-8959,['CYTDEAM-RXN'],N/A
12432,ENZRXN-10122,cysteinylglycine dipeptidase,CPLX-5941,['RXN-6622'],N/A
12433,ENZRXN3O-709,mannosyl-inositol-phosphoceramide inositolphosphotransferase,YDR072C-MONOMER,['RXN3O-680'],N/A
12434,ENZRXN-21480,phosphoribosylaminoimidazolecarboxamide formyltransferase,CPLX-8638,['AICARTRANSFORM-RXN'],N/A
12435,ENZRXN-15785,&beta;-amyrin synthase,MONOMER-14454,['RXN-7570'],N/A
12436,ENZRXN-23986,p-coumaraldehyde 3-hydroxylase,MONOMER-19383,['RXN-16806'],N/A
12437,ENZRXN-15008,tuberculosinol synthase,G185E-7654-MONOMER,['RXN-9459'],N/A
12438,ENZRXN-13576,&alpha;-pinene synthase,MONOMER-12775,['RXN-5106'],N/A
12439,ENZRXN-22025,"UDP-<em>N</em>-acetylglucosamine 4,6-dehydratase",MONOMER-18161,['RXN-9998'],N/A
12440,ENZRXN-17785,D-lysergyl-peptide synthetase,CPLX-8492,['RXN-11399'],N/A
12441,ENZRXN-18473,prejadomycin monooxygenase/dehydratase,MONOMER-16086,['RXN-11982'],N/A
12442,BIOTINLIG-ENZRXN,biotin-[acetyl-CoA-carboxylase] ligase,BIOTINLIG-MONOMER,['BIOTINLIG-RXN'],N/A
12443,RFFTRANS-ENZRXN,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,CPLX0-7990,['RFFTRANS-RXN'],['(GLT GLN)']
12444,ENZRXN-16348,indole-3-acetonitrile nitrile hydratase,CPLX-1524,['RXN-7567'],N/A
12445,ENZRXN-15640,mannuronan C5 epimerase,MONOMER-14389,['RXN-9839'],N/A
12446,ENZRXN3O-1469,dolichol kinase,YMR013C-MONOMER,['DOLICHOL-KINASE-RXN'],N/A
12447,ENZRXN66-2162,chondroitin <i>N</i>-acetylgalactosamine-6-sulfatase,HS06790-MONOMER,['3.1.6.4-RXN'],N/A
12448,ENZRXN-1343,citramalyl-CoA lyase,CPLX-1064,['CITRAMALYL-COA-LYASE-RXN'],N/A
12449,ENZRXN-23852,UDP-sulfoquinovose synthase,SYNPCC7942_0578-MONOMER,['RXN-1223'],N/A
12450,ENZRXN-26492,24-hydroxy-&beta;-amyrin 22-monooxygenase,MONOMER-20538,['RXN-8085'],N/A
12451,ENZRXN-18312,undecaprenyl-phosphate glucose phosphotransferase,MONOMER-15979,['RXN-11791'],N/A
12452,3-OXOACYL-ACP-SYNTHI-BASE-ENZRXN,acetoacetyl-[acp] synthase,FABB-CPLX,['3-OXOACYL-ACP-SYNTH-BASE-RXN'],N/A
12453,ENZRXN-24503,serine adenylyltransferase,MONOMER-19683,['ENTF-RXN'],N/A
12454,ENZRXN-16110,"2,6-dichlorohydroquinone monooxygenase",REUT_A1585-MONOMER,['RXN-10076'],N/A
12455,ENZRXN-12435,succinate-CoA ligase,MONOMER-11928,['SUCCCOASYN-RXN'],N/A
12456,ENZRXN0-6526,&beta;-galactosidase,BETAGALACTOSID-CPLX,['RXN0-5363'],N/A
12457,ENZRXN-26361,2-(acetamidomethylene)succinate hydrolase,CPLX-9291,['3.5.1.29-RXN'],N/A
12458,ENZRXN-15475,futalosine hydrolase,CPLX-7842,['RXN-9780'],N/A
12459,ENZRXN-3005,5-carboxymethyl-2-hydroxymuconate isomerase,MONOMER-2845,['5.3.3.10-RXN'],N/A
12460,ENZRXN-24358,C37-phthioceranyl-CoA synthase,G185E-8121-MONOMER,['RXN-17202'],N/A
12461,ENZRXN-18178,dihydroxyacetone kinase,CPLX-8143,['GLYCERONE-KINASE-RXN'],N/A
12462,ENZRXN-20052,FMN reductase [NAD(P)H],MONOMER-17177,['FMNREDUCT-RXN'],N/A
12463,ENZRXN0-6300,exodeoxyribonuclease VII,CPLX-3946,['3.1.11.6-RXN'],N/A
12464,ENZRXN-26227,(+)-lariciresinol reductase,MONOMER-16668,['RXN-8679'],N/A
12465,ENZRXN0-7681,aminoalkylphosphonate ABC transporter,ABC-23-CPLX,['TRANS-RXN-238'],N/A
12466,ENZRXN-26736,sulfoquinovose mutarotase,MONOMER-20656,['RXN-20061'],"['(CPD-21685 ALPHA-D-GALACTOSE)', '(CPD-21685 ALPHA-GLUCOSE)', '(CPD-21685 ALPHA-GLC-6-P)', '(CPD-21685 CPD-14488)']"
12467,ENZRXN-19291,(-)-lariciresinol reductase,MONOMER-16668,['RXN-8684'],N/A
12468,ENZRXN-22571,cyanidin 3-<i>O</i>-glucoside-p-coumaroyltransferase,MONOMER-18504,['RXN-15327'],N/A
12469,ENZRXN-19907,erythromycin B 12 monooxygenase,MONOMER-17062,['RXN-12926'],N/A
12470,ENZRXN0-5704,methylglyoxal reductase,G6967-MONOMER,['RXN0-4281'],"['(METHYL-GLYOXAL CPD-8887)', '(METHYL-GLYOXAL GLYCOLALDEHYDE)', '(METHYL-GLYOXAL PHENYLGLYOXAL)', '(METHYL-GLYOXAL 3-NITROBENZALDEHYDE)', '(METHYL-GLYOXAL CPD-703)']"
12471,ENZRXN-20453,aromatic-amino-acid transaminase,TYRB-DIMER,['2.6.1.57-RXN'],N/A
12472,ENZRXN66-19636,D-glucopyranose 6-kinase,HS08548-MONOMER,['GLUCOKIN-RXN'],N/A
12473,ENZRXN-26597,9-hydroxynonanoate synthase,MONOMER-20572,['RXN-19853'],N/A
12474,ENZRXN-13987,purine hydroxylase,CPLX-7376,['RXN-8755'],"['(PURINE CPD-9024)', '(PURINE CPD-9023)', '(PURINE HYPOXANTHINE)']"
12475,ENZRXN0-7509,3-mercaptopyruvate sulfurtransferase,EG11600-MONOMER,['RXN0-6945'],N/A
12476,ENZRXN-21891,"2,22-dideoxyecdysone 22-hydroxylase",MONOMER-18110,['RXN-14678'],N/A
12477,ENZRXN-16797,octaketide synthase,MONOMER-15013,['RXN-10734'],N/A
12478,ENZRXN-22422,2-chloroacrylate hydratase,MONOMER-18423,['RXN-15141'],['(CPD-15408 CPD-16018)']
12479,ENZRXN-19736,arachidonoyl-lipid &omega;3 desaturase,MONOMER-16937,['RXN-12755'],N/A
12480,ENZRXN66-5959,glycogen phosphorylase,CPLX66-317,['GLYCOPHOSPHORYL-RXN'],N/A
12481,ENZRXN-20320,"Ins(1,4,5)P<sub>3</sub> 5-phosphatase",AT2G31830-MONOMER,['3.1.3.56-RXN'],N/A
12482,ENZRXN66-1764,phosphoglycerate enolase,CPLX66-299,['2PGADEHYDRAT-RXN'],N/A
12483,ENZRXN-24924,isonocardicin B synthase,MONOMER-13594,['RXN-17844'],N/A
12484,ENZRXN-13843,feruloyl-CoA:tyramine <i>N</i>-(hydroxycinnamoyl)transferase,CPLX-7311,['TYRAMINE-N-FERULOYLTRANSFERASE-RXN'],N/A
12485,ENZRXN0-7341,GTPase,G7319-MONOMER,['RXN0-5462'],N/A
12486,ENZRXN-22963,L-2-hydroxycarboxylate dehydrogenase (NAD+),MONOMER-2264,['RXN-13927'],"['(|L-2-hydroxyacids| CPD-381)', '(|2-Oxo-carboxylates| 2-KETOGLUTARATE)', '(|L-2-hydroxyacids| MAL)', '(|2-Oxo-carboxylates| OXALACETIC_ACID)']"
12487,ENZRXN-16640,oxalosuccinate decarboxylase,CPLX-7872,['RXN-8642'],N/A
12488,ENZRXN-2423,2-chloromaleylacetate reductase,MONOMER-103,['CHLOROMALERED-RXN'],N/A
12489,ENZRXN-14393,allantoicase,CPLX-7520,['ALLANTOICASE-RXN'],N/A
12490,ENZRXN66-4363,"4-aminobutyrate aminotransferase, mitochondrial",HS02477-MONOMER,['RXN-2901'],N/A
12491,ENZRXN-22276,L-2-aminoadipate carrier protein]-L-lysine lysine-hydrolase,MONOMER-18315,['RXN-5185'],N/A
12492,ENZRXN-17196,3-hydroxypropionate dehydrogenase,MONOMER-15202,['3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN'],N/A
12493,ENZRXN-24749,<i>tert</i>-butyl formate deformylase,MONOMER-19843,['RXN-17615'],N/A
12494,ENZRXN-10922,genistein 2'-hydroxylase,MONOMER-7402,['RXN-7141'],N/A
12495,ENZRXNQT-16347,starch synthase,AT5G24300-MONOMER,['GLYCOGENSYN-RXN'],N/A
12496,ENZRXN-22822,gossypetin 8-methyl ester 3'-<i>O</i>-methyltransferase,CPLX-8859,['RXN-15536'],N/A
12497,ENZRXN-15980,pyruvate synthase,CPLX-7744,['PYRUFLAVREDUCT-RXN'],N/A
12498,ENZRXN-5274,monodehydroascorbate reductase,MONOMER-5130,['RXN-3522'],"['(CPD-318 ""dichlorophenolindophenol"")', '(CPD-318 CPD-10145)', '(NADPH NADH)']"
12499,ENZRXN-14231,L-lysine 6-dehydrogenase,CPLX-7159,['RXN-8808'],['(LYS S-2-AMINOETHYL-L-CYSTEINE)']
12500,ENZRXN-13687,"GDP-D-mannose 4,6-dehydratase",CPLX-7273,['GDPMANDEHYDRA-RXN'],N/A
12501,ENZRXN-25309,&alpha;-<i>N</i>-acetylneuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosamine 4-L-fucosyltransferase,HS10249-MONOMER,['RXN-18257'],N/A
12502,ENZRXN-17052,inositol hexakisphosphate 5-phosphatase,HS03025-MONOMER,['3.1.3.72-RXN'],N/A
12503,ENZRXN-18591,tRNA ligase,G3O-31543-MONOMER,['RXN-12056'],N/A
12504,ENZRXN-11861,shikimate dehydrogenase,MONOMER-28,['SHIKIMATE-PQQ-RXN'],N/A
12505,ENZRXN-429,cobaltochelatase,CPLX-327,['R342-RXN'],"['(ATP DATP)', '(ATP CTP)']"
12506,ENZRXN-16467,indole-3-acetyl-isoleucine synthetase,AT4G27260-MONOMER,['RXN-10430'],N/A
12507,ENZRXN0-8288,3-ketoacyl-CoA thiolase,FADA-CPLX,['RXN-17778'],N/A
12508,ENZRXN-25169,UMP phosphatase,MONOMER-20039,['RXN-14025'],N/A
12509,ENZRXN66-2691,trimethyllysine dioxygenase,CPLX66-395,['TRIMETHYLLYSINE-DIOXYGENASE-RXN'],N/A
12510,ENZRXN-6947,&beta;-phellandrene synthase,AG11-MONOMER,['RXN-5143'],N/A
12511,ENZRXN0-8072,farnesyl diphosphate phosphatase,EG11665-MONOMER,['RXN-11776'],N/A
12512,ENZRXN-24614,12-ethyl-8-propyl-3-vinylbacteriochlorophyllide <i>d</i> C-8<sup>2</sup>-methyltransferase,MONOMER-19720,['RXN-17432'],N/A
12513,ENZRXN-20915,nitrite reductase,CPLX-8569,['NITRITE-REDUCTASE-CYTOCHROME-RXN'],N/A
12514,ENZRXN-641,formylmethanofuran dehydrogenase,CPLX-561,['FORMYLMETHANOFURAN-DEHYDROGENASE-RXN'],N/A
12515,ENZRXN-3481,parathion hydrolase,MONOMER-3321,['ARYLDIALKYL-PHOSPHATASE-RXN'],['(PARATHION CPD-8965)']
12516,ENZRXN-18735,(NADP)<sup>+</sup> L-rhamnofuranose 1-dehydrogenase,MONOMER-16230,['RXN-12158'],"['(L-RHAMNOFURANOSE L-LYXOSE)', '(L-RHAMNOFURANOSE |L-mannose|)', '(L-RHAMNOFURANOSE |L-Fucopyranoses|)']"
12517,ENZRXN-20752,spinosyn tricyclic macrolactone synthase,MONOMER-17600,['RXN-13628'],N/A
12518,ENZRXN-20168,"2,3-dihydrobenzoate monooxygenase",MONOMER-17251,['RXN-13172'],N/A
12519,ENZRXN-12920,butyryl-CoA:acetoacetate CoA-transferase,MONOMER-12296,['2.8.3.9-RXN'],N/A
12520,ENZRXN-12776,2-coumarate <i>O</i>-&beta;-glucosyltransferase,MONOMER-12160,['2.4.1.114-RXN'],N/A
12521,ENZRXN0-7817,sequence-specific endoribonuclease GhoS,G7830-MONOMER,['RXN0-5509'],N/A
