,entry,reaction,product
256,2.1.1.162,"['3 S-adenosyl-L-methionine + glycine = 3 S-adenosyl-L-homocysteine + betaine (overall reaction) [RN:R10062]', '(1a) S-adenosyl-L-methionine + glycine = S-adenosyl-L-homocysteine + sarcosine [RN:R00367]', '(1b) S-adenosyl-L-methionine + sarcosine = S-adenosyl-L-homocysteine + N,N-dimethylglycine [RN:R07243]', '(1c) S-adenosyl-L-methionine + N,N-dimethylglycine = S-adenosyl-L-homocysteine + betaine [RN:R07244]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'betaine [CPD:C00719]', 'sarcosine [CPD:C00213]', 'N,N-dimethylglycine [CPD:C01026]', 'S-adenosyl-L-methionine [CPD:C00019]', 'glycine [CPD:C00037]', 'sarcosine [CPD:C00213]', 'N,N-dimethylglycine [CPD:C01026]']"
257,2.1.1.169,"[""3 S-adenosyl-L-methionine + tricetin = 3 S-adenosyl-L-homocysteine + 3',4',5'-O-trimethyltricetin (overall reaction) [RN:R09679]"", ""(1a) S-adenosyl-L-methionine + tricetin = S-adenosyl-L-homocysteine + 3'-O-methyltricetin [RN:R09612]"", ""(1b) S-adenosyl-L-methionine + 3'-O-methyltricetin = S-adenosyl-L-homocysteine + 3',5'-O-dimethyltricetin [RN:R09613]"", ""(1c) S-adenosyl-L-methionine + 3',5'-O-dimethyltricetin = S-adenosyl-L-homocysteine + 3',4',5'-O-trimethyltricetin [RN:R09678]""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""3',4',5'-O-trimethyltricetin [CPD:C19807]"", ""3'-O-methyltricetin [CPD:C19739]"", ""3',5'-O-dimethyltricetin [CPD:C10193]"", 'S-adenosyl-L-methionine [CPD:C00019]', 'tricetin [CPD:C10192]', ""3'-O-methyltricetin [CPD:C19739]"", ""3',5'-O-dimethyltricetin [CPD:C10193]""]"
258,2.1.1.175,"[""2 S-adenosyl-L-methionine + tricetin = 2 S-adenosyl-L-homocysteine + 3',5'-O-dimethyltricetin (overall reaction) [RN:R09611]"", ""(1a) S-adenosyl-L-methionine + tricetin = S-adenosyl-L-homocysteine + 3'-O-methyltricetin [RN:R09612]"", ""(1b) S-adenosyl-L-methionine + 3'-O-methyltricetin = S-adenosyl-L-homocysteine + 3',5'-O-dimethyltricetin [RN:R09613]""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""3',5'-O-dimethyltricetin [CPD:C10193]"", ""3'-O-methyltricetin [CPD:C19739]"", 'S-adenosyl-L-methionine [CPD:C00019]', 'tricetin [CPD:C10192]', ""3'-O-methyltricetin [CPD:C19739]""]"
259,2.1.1.192,"[""(1) 2 S-adenosyl-L-methionine + adenine2503 in 23S rRNA + 2 reduced [2Fe-2S] ferredoxin = S-adenosyl-L-homocysteine + L-methionine + 5'-deoxyadenosine + 2-methyladenine2503 in 23S rRNA + 2 oxidized [2Fe-2S] ferredoxin"", ""(2) 2 S-adenosyl-L-methionine + adenine37 in tRNA + 2 reduced [2Fe-2S] ferredoxin = S-adenosyl-L-homocysteine + L-methionine + 5'-deoxyadenosine + 2-methyladenine37 in tRNA + 2 oxidized [2Fe-2S] ferredoxin""]","['S-adenosyl-L-homocysteine [CPD:C00021]', 'L-methionine [CPD:C00073]', ""5'-deoxyadenosine [CPD:C05198]"", '2-methyladenine2503 in 23S rRNA', 'oxidized [2Fe-2S] ferredoxin', '2-methyladenine37 in tRNA', 'S-adenosyl-L-methionine [CPD:C00019]', 'adenine2503 in 23S rRNA', 'reduced [2Fe-2S] ferredoxin', 'adenine37 in tRNA']"
260,2.1.1.200,"[""(1) S-adenosyl-L-methionine + cytidine32 in tRNA = S-adenosyl-L-homocysteine + 2'-O-methylcytidine32 in tRNA"", ""(2) S-adenosyl-L-methionine + uridine32 in tRNA = S-adenosyl-L-homocysteine + 2'-O-methyluridine32 in tRNA""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""2'-O-methylcytidine32 in tRNA"", ""2'-O-methyluridine32 in tRNA"", 'S-adenosyl-L-methionine [CPD:C00019]', 'cytidine32 in tRNA', 'uridine32 in tRNA']"
261,2.1.1.202,"['(1) S-adenosyl-L-methionine + cytosine34 in tRNA precursor = S-adenosyl-L-homocysteine + 5-methylcytosine34 in tRNA precursor [RN:R00595]', '(2) S-adenosyl-L-methionine + cytosine40 in tRNA precursor = S-adenosyl-L-homocysteine + 5-methylcytosine40 in tRNA precursor', '(3) S-adenosyl-L-methionine + cytosine48 in tRNA = S-adenosyl-L-homocysteine + 5-methylcytosine48 in tRNA', '(4) S-adenosyl-L-methionine + cytosine49 in tRNA = S-adenosyl-L-homocysteine + 5-methylcytosine49 in tRNA']","['S-adenosyl-L-homocysteine [CPD:C00021]', '5-methylcytosine34 in tRNA precursor', '5-methylcytosine40 in tRNA precursor', '5-methylcytosine48 in tRNA', '5-methylcytosine49 in tRNA', 'S-adenosyl-L-methionine [CPD:C00019]', 'cytosine34 in tRNA precursor', 'cytosine40 in tRNA precursor', 'cytosine48 in tRNA', 'cytosine49 in tRNA']"
262,2.1.1.207,"[""(1) S-adenosyl-L-methionine + cytidine34 in tRNA = S-adenosyl-L-homocysteine + 2'-O-methylcytidine34 in tRNA"", ""(2) S-adenosyl-L-methionine + 5-carboxymethylaminomethyluridine34 in tRNALeu = S-adenosyl-L-homocysteine + 5-carboxymethylaminomethyl-2'-O-methyluridine34 in tRNALeu""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""2'-O-methylcytidine34 in tRNA"", ""5-carboxymethylaminomethyl-2'-O-methyluridine34 in tRNALeu"", 'S-adenosyl-L-methionine [CPD:C00019]', 'cytidine34 in tRNA', '5-carboxymethylaminomethyluridine34 in tRNALeu']"
263,2.1.1.213,"['2 S-adenosyl-L-methionine + guanine10 in tRNA = 2 S-adenosyl-L-homocysteine + N2-dimethylguanine10 in tRNA (overall reaction)', '(1a) S-adenosyl-L-methionine + guanine10 in tRNA = S-adenosyl-L-homocysteine + N2-methylguanine10 in tRNA', '(1b) S-adenosyl-L-methionine + N2-methylguanine10 in tRNA = S-adenosyl-L-homocysteine + N2-dimethylguanine10 in tRNA']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'N2-dimethylguanine10 in tRNA', 'N2-methylguanine10 in tRNA', 'S-adenosyl-L-methionine [CPD:C00019]', 'guanine10 in tRNA', 'N2-methylguanine10 in tRNA']"
264,2.1.1.225,"[""(1) S-adenosyl-L-methionine + cytidine4 in tRNAPro = S-adenosyl-L-homocysteine + 2'-O-methylcytidine4 in tRNAPro"", ""(2) S-adenosyl-L-methionine + cytidine4 in tRNAGly(GCC) = S-adenosyl-L-homocysteine + 2'-O-methylcytidine4 in tRNAGly(GCC)"", ""(3) S-adenosyl-L-methionine + adenosine4 in tRNAHis = S-adenosyl-L-homocysteine + 2'-O-methyladenosine4 in tRNAHis""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""2'-O-methylcytidine4 in tRNAPro"", ""2'-O-methylcytidine4 in tRNAGly(GCC)"", ""2'-O-methyladenosine4 in tRNAHis"", 'S-adenosyl-L-methionine [CPD:C00019]', 'cytidine4 in tRNAPro', 'cytidine4 in tRNAGly(GCC)', 'adenosine4 in tRNAHis']"
265,2.1.1.240,"['2 S-adenosyl-L-methionine + trans-resveratrol = 2 S-adenosyl-L-homocysteine + pterostilbene (overall reaction) [RN:R09872]', ""(1a) S-adenosyl-L-methionine + trans-resveratrol = S-adenosyl-L-homocysteine + 3-methoxy-4',5-dihydroxy-trans-stilbene [RN:R09870]"", ""(1b) S-adenosyl-L-methionine + 3-methoxy-4',5-dihydroxy-trans-stilbene = S-adenosyl-L-homocysteine + pterostilbene [RN:R09871]""]","['S-adenosyl-L-homocysteine [CPD:C00021]', 'pterostilbene [CPD:C10287]', ""3-methoxy-4',5-dihydroxy-trans-stilbene [CPD:C20154]"", 'S-adenosyl-L-methionine [CPD:C00019]', 'trans-resveratrol [CPD:C03582]', ""3-methoxy-4',5-dihydroxy-trans-stilbene [CPD:C20154]""]"
266,2.1.1.244,"['(1) 3 S-adenosyl-L-methionine + N-terminal-(A,S)PK-[protein] = 3 S-adenosyl-L-homocysteine + N-terminal-N,N,N-trimethyl-N-(A,S)PK-[protein] (overall reaction)', '(1a) S-adenosyl-L-methionine + N-terminal-(A,S)PK-[protein] = S-adenosyl-L-homocysteine + N-terminal-N-methyl-N-(A,S)PK-[protein]', '(1b) S-adenosyl-L-methionine + N-terminal-N-methyl-N-(A,S)PK-[protein] = S-adenosyl-L-homocysteine + N-terminal-N,N-dimethyl-N-(A,S)PK-[protein]', '(1c) S-adenosyl-L-methionine + N-terminal-N,N-dimethyl-N-(A,S)PK-serine-[protein] = S-adenosyl-L-homocysteine + N-terminal-N,N,N-trimethyl-N-(A,S)PK-[protein]', '(2) 2 S-adenosyl-L-methionine + N-terminal-PPK-[protein] = 2 S-adenosyl-L-homocysteine + N-terminal-N,N-dimethyl-N-PPK-[protein] (overall reaction)', '(2a) S-adenosyl-L-methionine + N-terminal-PPK-[protein] = S-adenosyl-L-homocysteine + N-terminal-N-methyl-N-PPK-[protein]', '(2b) S-adenosyl-L-methionine + N-terminal-N-methyl-N-PPK-[protein] = S-adenosyl-L-homocysteine + N-terminal-N,N-dimethyl-N-PPK-[protein]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'N-terminal-N,N,N-trimethyl-N-(A,S)PK-[protein]', 'N-terminal-N-methyl-N-(A,S)PK-[protein]', 'N-terminal-N,N-dimethyl-N-(A,S)PK-[protein]', 'N-terminal-N,N-dimethyl-N-PPK-[protein]', 'N-terminal-N-methyl-N-PPK-[protein]', 'S-adenosyl-L-methionine [CPD:C00019]', 'N-terminal-(A,S)PK-[protein]', 'N-terminal-N-methyl-N-(A,S)PK-[protein]', 'N-terminal-N,N-dimethyl-N-(A,S)PK-serine-[protein]', 'N-terminal-PPK-[protein]', 'N-terminal-N-methyl-N-PPK-[protein]']"
267,2.1.1.251,"['methanethiol + CoM = methyl-CoM + hydrogen sulfide (overall reaction) [RN:R09997]', '(1a) methanethiol + a [Co(I) methylated-thiol-specific corrinoid protein] = a [methyl-Co(III) methylated-thiol-specific corrinoid protein] + hydrogen sulfide [RN:R10001]', '(1b) a [methyl-Co(III) methylated-thiol-specific corrinoid protein] + CoM = methyl-CoM + a [Co(I) methylated-thiol-specific corrinoid protein] [RN:R10000]']","['methyl-CoM [CPD:C03920]', 'hydrogen sulfide [CPD:C00283]', '[methyl-Co(III) methylated-thiol-specific corrinoid protein]', '[Co(I) methylated-thiol-specific corrinoid protein]', 'methanethiol [CPD:C00409]', 'CoM [CPD:C03576]', '[Co(I) methylated-thiol-specific corrinoid protein]', '[methyl-Co(III) methylated-thiol-specific corrinoid protein]']"
268,2.1.1.254,"['(1) S-adenosyl-L-methionine + erythromycin C = S-adenosyl-L-homocysteine + erythromycin A [RN:R05520]', '(2) S-adenosyl-L-methionine + erythromycin D = S-adenosyl-L-homocysteine + erythromycin B [RN:R05532]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'erythromycin A [CPD:C01912]', 'erythromycin B [CPD:C06653]', 'S-adenosyl-L-methionine [CPD:C00019]', 'erythromycin C [CPD:C06616]', 'erythromycin D [CPD:C06633]']"
269,2.1.1.262,"['2 S-adenosyl-L-methionine + squalene = 2 S-adenosyl-L-homocysteine + 3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene (overall reaction) [RN:R10169]', '(1a) S-adenosyl-L-methionine + squalene = S-adenosyl-L-homocysteine + 3-methyl-1,2-didehydro-2,3-dihydrosqualene [RN:R10167]', '(1b) S-adenosyl-L-methionine + 3-methyl-1,2-didehydro-2,3-dihydrosqualene = S-adenosyl-L-homocysteine + 3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene [RN:R10168]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene [CPD:C20412]', '3-methyl-1,2-didehydro-2,3-dihydrosqualene [CPD:C20411]', 'S-adenosyl-L-methionine [CPD:C00019]', 'squalene [CPD:C00751]', '3-methyl-1,2-didehydro-2,3-dihydrosqualene [CPD:C20411]']"
270,2.1.1.263,"['2 S-adenosyl-L-methionine + C30 botryococcene = 2 S-adenosyl-L-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene (overall reaction) [RN:R10199]', '(1a) S-adenosyl-L-methionine + C30 botryococcene = S-adenosyl-L-homocysteine + 3-methyl-1,2-didehydro-2,3-dihydrobotryococcene [RN:R10195]', '(1b) S-adenosyl-L-methionine + 3-methyl-1,2-didehydro-2,3-dihydrobotryococcene = S-adenosyl-L-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene [RN:R10196]', '(2a) S-adenosyl-L-methionine + C30 botryococcene = S-adenosyl-L-homocysteine + 20-methyl-21,22-didehydro-20,21-dihydrobotryococcene [RN:R10197]', '(2b) S-adenosyl-L-methionine + 20-methyl-21,22-didehydro-20,21-dihydrobotryococcene = S-adenosyl-L-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene [RN:R10198]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene [CPD:C20435]', '3-methyl-1,2-didehydro-2,3-dihydrobotryococcene [CPD:C20433]', '20-methyl-21,22-didehydro-20,21-dihydrobotryococcene [CPD:C20434]', 'S-adenosyl-L-methionine [CPD:C00019]', 'C30 botryococcene [CPD:C20432]', '3-methyl-1,2-didehydro-2,3-dihydrobotryococcene [CPD:C20433]', '20-methyl-21,22-didehydro-20,21-dihydrobotryococcene [CPD:C20434]']"
271,2.1.1.267,"[""(1) S-adenosyl-L-methionine + a 3'-hydroxyflavonoid = S-adenosyl-L-homocysteine + a 3'-methoxyflavonoid"", ""(2) S-adenosyl-L-methionine + a 5'-hydroxy-3'-methoxyflavonoid = S-adenosyl-L-homocysteine + a 3',5'-dimethoxyflavonoid""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""3'-methoxyflavonoid"", ""3',5'-dimethoxyflavonoid"", 'S-adenosyl-L-methionine [CPD:C00019]', ""3'-hydroxyflavonoid [CPD:C02790]"", ""5'-hydroxy-3'-methoxyflavonoid""]"
272,2.1.1.268,"['(1) S-adenosyl-L-methionine + cytosine32 in tRNAThr = S-adenosyl-L-homocysteine + N3-methylcytosine32 in tRNAThr', '(2) S-adenosyl-L-methionine + cytosine32 in tRNASer = S-adenosyl-L-homocysteine + N3-methylcytosine32 in tRNASer']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'N3-methylcytosine32 in tRNAThr', 'N3-methylcytosine32 in tRNASer', 'S-adenosyl-L-methionine [CPD:C00019]', 'cytosine32 in tRNAThr', 'cytosine32 in tRNASer']"
273,2.1.1.279,"['(1) S-adenosyl-L-methionine + trans-anol = S-adenosyl-L-homocysteine + trans-anethole [RN:R10252]', '(2) S-adenosyl-L-methionine + isoeugenol = S-adenosyl-L-homocysteine + isomethyleugenol [RN:R07240]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'trans-anethole [CPD:C10428]', 'isomethyleugenol [CPD:C10478]', 'S-adenosyl-L-methionine [CPD:C00019]', 'trans-anol [CPD:C20464]', 'isoeugenol [CPD:C10469]']"
274,2.1.1.291,"['(1) S-adenosyl-L-methionine + (S)-reticuline = S-adenosyl-L-homocysteine + (S)-laudanine [RN:R10605]', '(2) S-adenosyl-L-methionine + (R)-reticuline = S-adenosyl-L-homocysteine + (R)-laudanine [RN:R10606]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '(S)-laudanine [CPD:C20712]', '(R)-laudanine [CPD:C09555]', 'S-adenosyl-L-methionine [CPD:C00019]', '(S)-reticuline [CPD:C02105]', '(R)-reticuline [CPD:C05178]']"
275,2.1.1.295,"['(1) S-adenosyl-L-methionine + 2-methyl-6-phytylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 2,3-dimethyl-6-phytylbenzene-1,4-diol [RN:R07501]', '(2) S-adenosyl-L-methionine + 2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol = S-adenosyl-L-homocysteine + plastoquinol [RN:R10709]', '(3) S-adenosyl-L-methionine + 6-geranylgeranyl-2-methylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol [RN:R10710]']","['plastoquinol [CPD:C16695]', 'S-adenosyl-L-methionine [CPD:C00019]', '2-methyl-6-phytylbenzene-1,4-diol [CPD:C15882]', '2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol [CPD:C17570]', '6-geranylgeranyl-2-methylbenzene-1,4-diol [CPD:C20737]']"
276,2.1.1.316,"['(1) S-adenosyl-L-methionine + 6-demethylmitomycin A = S-adenosyl-L-homocysteine + mitomycin A [RN:R11191]', '(2) S-adenosyl-L-methionine + 6-demethylmitomycin B = S-adenosyl-L-homocysteine + mitomycin B [RN:R11192]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'mitomycin A [CPD:C21161]', 'mitomycin B [CPD:C21162]', 'S-adenosyl-L-methionine [CPD:C00019]', '6-demethylmitomycin A [CPD:C21163]', '6-demethylmitomycin B [CPD:C21164]']"
277,2.1.1.319,"['2 S-adenosyl-L-methionine + [protein]-L-arginine = 2 S-adenosyl-L-homocysteine + [protein]-Nomega,Nomega-dimethyl-L-arginine (overall reaction) [RN:R11219]', '(1a) S-adenosyl-L-methionine + [protein]-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega-methyl-L-arginine [RN:R11216]', '(1b) S-adenosyl-L-methionine + [protein]-Nomega-methyl-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega,Nomega-dimethyl-L-arginine [RN:R11217]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '[protein]-Nomega,Nomega-dimethyl-L-arginine [CPD:C21188]', '[protein]-Nomega-methyl-L-arginine [CPD:C04143]', 'S-adenosyl-L-methionine [CPD:C00019]', '[protein]-L-arginine [CPD:C00613]', '[protein]-Nomega-methyl-L-arginine [CPD:C04143]']"
278,2.1.1.320,"[""2 S-adenosyl-L-methionine + [protein]-L-arginine = 2 S-adenosyl-L-homocysteine + [protein]-Nomega,Nomega'-dimethyl-L-arginine (overall reaction) [RN:R11220]"", '(1a) S-adenosyl-L-methionine + [protein]-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega-methyl-L-arginine [RN:R11216]', ""(1b) S-adenosyl-L-methionine + [protein]-Nomega-methyl-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega,Nomega'-dimethyl-L-arginine [RN:R11218]""]","['S-adenosyl-L-homocysteine [CPD:C00021]', ""[protein]-Nomega,Nomega'-dimethyl-L-arginine [CPD:C21189]"", '[protein]-Nomega-methyl-L-arginine [CPD:C04143]', 'S-adenosyl-L-methionine [CPD:C00019]', '[protein]-L-arginine [CPD:C00613]', '[protein]-Nomega-methyl-L-arginine [CPD:C04143]']"
279,2.1.1.324,"['2 S-adenosyl-L-methionine + dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose = 2 S-adenosyl-L-homocysteine + dTDP-alpha-D-forosamine (overall reaction) [RN:R08932]', '(1a) S-adenosyl-L-methionine + dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose = S-adenosyl-L-homocysteine + dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose [RN:R11452]', '(1b) S-adenosyl-L-methionine + dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose = S-adenosyl-L-homocysteine + dTDP-alpha-D-forosamine [RN:R11453]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'dTDP-alpha-D-forosamine [CPD:C18034]', 'dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose [CPD:C21395]', 'S-adenosyl-L-methionine [CPD:C00019]', 'dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose [CPD:C18033]', 'dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose [CPD:C21395]']"
280,2.1.1.325,"['(1) S-adenosyl-L-methionine + (2E,6E)-farnesoate = S-adenosyl-L-homocysteine + methyl (2E,6E)-farnesoate [RN:R08147]', '(2) S-adenosyl-L-methionine + juvenile hormone III acid = S-adenosyl-L-homocysteine + juvenile hormone III [RN:R08151]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'methyl (2E,6E)-farnesoate [CPD:C16503]', 'juvenile hormone III [CPD:C09694]', 'S-adenosyl-L-methionine [CPD:C00019]', '(2E,6E)-farnesoate [CPD:C16502]', 'juvenile hormone III acid [CPD:C16504]']"
281,2.1.1.332,"['(1) S-adenosyl-L-methionine + 8,12-diethyl-3-vinylbacteriochlorophyllide d = S-adenosyl-L-homocysteine + 12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d [RN:R11508]', '(2) S-adenosyl-L-methionine + 12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d = S-adenosyl-L-homocysteine + 12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d [RN:R11509]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d [CPD:C21428]', '12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d [CPD:C21429]', 'S-adenosyl-L-methionine [CPD:C00019]', '8,12-diethyl-3-vinylbacteriochlorophyllide d [CPD:C21427]', '12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d [CPD:C21428]']"
282,2.1.1.335,"['(1) S-adenosyl-L-methionine + 4-amino-4-de(dimethylamino)anhydrotetracycline = S-adenosyl-L-homocysteine + 4-methylamino-4-de(dimethylamino)anhydrotetracycline [RN:R11520]', '(2) S-adenosyl-L-methionine + 4-methylamino-4-de(dimethylamino)anhydrotetracycline = S-adenosyl-L-homocysteine + anhydrotetracycline [RN:R11521]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '4-methylamino-4-de(dimethylamino)anhydrotetracycline [CPD:C21436]', 'anhydrotetracycline [CPD:C02811]', 'S-adenosyl-L-methionine [CPD:C00019]', '4-amino-4-de(dimethylamino)anhydrotetracycline [CPD:C06654]', '4-methylamino-4-de(dimethylamino)anhydrotetracycline [CPD:C21436]']"
283,2.1.1.337,"['(1) S-adenosyl-L-methionine + (S)-reticuline = S-adenosyl-L-homocysteine + (S)-tembetarine [RN:R11595]', '(2) S-adenosyl-L-methionine + (S)-corytuberine = S-adenosyl-L-homocysteine + (S)-magnoflorine [RN:R08791]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '(S)-tembetarine [CPD:C21491]', '(S)-magnoflorine [CPD:C09581]', 'S-adenosyl-L-methionine [CPD:C00019]', '(S)-reticuline [CPD:C02105]', '(S)-corytuberine [CPD:C17591]']"
284,2.1.1.340,"['2 S-adenosyl-L-methionine + 3-(aminomethyl)indole = 2 S-adenosyl-L-homocysteine + gramine (overall reaction) [RN:R11697]', '(1a) S-adenosyl-L-methionine + 3-(aminomethyl)indole = S-adenosyl-L-homocysteine + (1H-indol-3-yl)-N-methylmethanamine [RN:R11698]', '(1b) S-adenosyl-L-methionine + (1H-indol-3-yl)-N-methylmethanamine = S-adenosyl-L-homocysteine + gramine [RN:R11699]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'gramine [CPD:C08304]', '(1H-indol-3-yl)-N-methylmethanamine [CPD:C21602]', 'S-adenosyl-L-methionine [CPD:C00019]', '3-(aminomethyl)indole [CPD:C21601]', '(1H-indol-3-yl)-N-methylmethanamine [CPD:C21602]']"
285,2.1.1.341,"['(1) vanillate + tetrahydrofolate = protocatechuate + 5-methyltetrahydrofolate [RN:R10136]', '(2) 3-O-methylgallate + tetrahydrofolate = gallate + 5-methyltetrahydrofolate [RN:R09271]']","['protocatechuate [CPD:C00230]', '5-methyltetrahydrofolate [CPD:C00440]', 'gallate [CPD:C01424]', 'vanillate [CPD:C06672]', 'tetrahydrofolate [CPD:C00101]', '3-O-methylgallate [CPD:C05616]']"
286,2.1.1.343,"['2 S-adenosyl-L-methionine + 8-amino-8-demethylriboflavin = 2 S-adenosyl-L-homocysteine + roseoflavin (overall reaction) [RN:R11778]', '(1a) S-adenosyl-L-methionine + 8-amino-8-demethylriboflavin = S-adenosyl-L-homocysteine + 8-demethyl-8-(methylamino)riboflavin [RN:R11779]', '(1b) S-adenosyl-L-methionine + 8-demethyl-8-(methylamino)riboflavin = S-adenosyl-L-homocysteine + roseoflavin [RN:R11780]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'roseoflavin [CPD:C21647]', '8-demethyl-8-(methylamino)riboflavin [CPD:C21648]', 'S-adenosyl-L-methionine [CPD:C00019]', '8-amino-8-demethylriboflavin [CPD:C21646]', '8-demethyl-8-(methylamino)riboflavin [CPD:C21648]']"
287,2.1.1.344,"['3 S-adenosyl-L-methionine + an ornithine lipid = 3 S-adenosyl-L-homocysteine + an N,N,N-trimethylornithine lipid (overall reaction) [RN:R11797]', '(1a) S-adenosyl-L-methionine + an ornithine lipid = S-adenosyl-L-homocysteine + an N-methylornithine lipid [RN:R11798]', '(1b) S-adenosyl-L-methionine + an N-methylornithine lipid = S-adenosyl-L-homocysteine + an N,N-dimethylornithine lipid [RN:R11799]', '(1c) S-adenosyl-L-methionine + an N,N-dimethylornithine lipid = S-adenosyl-L-homocysteine + an N,N,N-trimethylornithine lipid [RN:R11800]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'N,N,N-trimethylornithine lipid [CPD:C21675]', 'N-methylornithine lipid [CPD:C21673]', 'N,N-dimethylornithine lipid [CPD:C21674]', 'S-adenosyl-L-methionine [CPD:C00019]', 'ornithine lipid [CPD:C21672]', 'N-methylornithine lipid [CPD:C21673]', 'N,N-dimethylornithine lipid [CPD:C21674]']"
288,2.1.1.345,"['2 S-adenosyl-L-methionine + 4-hydroxytryptamine 4-phosphate = 2 S-adenosyl-L-homocysteine + psilocybin (overall reaction) [RN:R11934]', '(1a) S-adenosyl-L-methionine + 4-hydroxytryptamine 4-phosphate = S-adenosyl-L-homocysteine + 4-hydroxy-N-methyltryptamine 4-phosphate [RN:R11935]', '(1b) S-adenosyl-L-methionine + 4-hydroxy-N-methyltryptamine 4-phosphate = S-adenosyl-L-homocysteine + psilocybin [RN:R11936]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'psilocybin [CPD:C07576]', '4-hydroxy-N-methyltryptamine 4-phosphate [CPD:C21779]', 'S-adenosyl-L-methionine [CPD:C00019]', '4-hydroxytryptamine 4-phosphate [CPD:C21778]', '4-hydroxy-N-methyltryptamine 4-phosphate [CPD:C21779]']"
