,CPD,description
7971,cpd:C10150,Harzianopyridone
7972,cpd:C10151,3-Hydroxystachydrine
7973,cpd:C10152,(-)-Hygroline
7974,cpd:C10153,Isolobinine
7975,cpd:C10154,Juliflorine
7976,cpd:C10155,Lentiginosine
7977,cpd:C10156,Lobelanidine
7978,cpd:C10157,Lobelanine
7979,cpd:C10158,Mearsine
7980,cpd:C10159,Methylconiine; (+)-N-Methylconiine
7981,cpd:C10160,Myosmine
7982,cpd:C10161,Nicotyrine; beta-Nicotyrine
7983,cpd:C10162,Nigrifactin
7984,cpd:C10163,Nitramine
7985,cpd:C10164,Picolinic acid; 2-Pyridinecarboxylic acid
7986,cpd:C10165,"Pinidine; Piperidine, 2-methyl-6-(1-propenyl)-, (2R-(2alpha,6alpha(E)))-; (-)-Pinidine"
7987,cpd:C10166,Piplartine; Piperlongumine
7988,cpd:C10167,(+)-Prosopinine
7989,cpd:C10168,Pseudoconhydrine
7990,cpd:C10169,Ruspolinone
7991,cpd:C10170,Santiaguine
7992,cpd:C10171,(-)-Sedamine
7993,cpd:C10172,Stachydrine; Proline betaine; L-Proline betaine
7994,cpd:C10173,Swainsonine
7995,cpd:C10174,Piperyline; Trichostachine
7996,cpd:C10175,Quercetin 3-(2G-xylosylrutinoside)
7997,cpd:C10176,Rhamnetin; Quercetin 7-methyl ether
7998,cpd:C10177,Robinetin; 5-Deoxymyricetin
7999,cpd:C10178,Robinin
8000,cpd:C10179,"Robustaflavone; 3',6''-Biapigenin"
8001,cpd:C10180,Santin
8002,cpd:C10181,Schaftoside
8003,cpd:C10182,Sciadopitysin
8004,cpd:C10183,Scullcapflavone II
8005,cpd:C10184,Scutellarein; Isocarthamidin; 6-Hydroxyapigenin
8006,cpd:C10185,Sexangularetin; Herbacetin 8-methyl ether
8007,cpd:C10186,"Sinensetin; 5,6,7,3',4'-Pentamethoxyflavone"
8008,cpd:C10187,Swertiajaponin
8009,cpd:C10188,Tamarixetin; Quercetin 4'-methyl ether
8010,cpd:C10189,"Tambulin; Herbacetin 7,8,4'-trimethyl ether"
8011,cpd:C10190,"Tangeretin; 5,6,7,8,4'-Pentamethoxyflavone"
8012,cpd:C10191,Thymonin
8013,cpd:C10192,"Tricetin; 5,7,3',4',5'-Pentahydroxyflavone"
8014,cpd:C10193,"Tricin; Tricetin 3',5'-di-methyl ether; 3',5'-O-Dimethyltricetin"
8015,cpd:C10194,Velloquercetin
8016,cpd:C10195,"Vicenin-2; Apigenin-6,8-di-C-glycoside; 5,7,4'-Trihydroxyflavone-6,8-di-C-glucoside"
8017,cpd:C10196,Violanthin
8018,cpd:C10197,Wogonin; Norwogonin 8-methyl ether
8019,cpd:C10198,(-)-Acanthocarpan
8020,cpd:C10199,Afrormosin
8021,cpd:C10200,"Anhydroglycinol; 3,9-Dihydroxypterocarpen"
8022,cpd:C10201,Betavulgarin
8023,cpd:C10202,Bowdichione
8024,cpd:C10203,Cajanin
8025,cpd:C10204,Cajanol
8026,cpd:C10205,Coumestrol
8027,cpd:C10206,Cristacarpin
8028,cpd:C10207,Cyclokievitone
8029,cpd:C10208,Daidzein
8030,cpd:C10209,Afzelechin-(4alpha->8)-afzelechin
8031,cpd:C10210,Agrimoniin
8032,cpd:C10211,Alnusiin
8033,cpd:C10212,Casuarictin
8034,cpd:C10213,Casuarinin
8035,cpd:C10214,Chebulagic acid
8036,cpd:C10215,Chebulinic acid
8037,cpd:C10216,Daidzin; Daidzein 7-O-glucoside
8038,cpd:C10217,Cinchonain 1a
8039,cpd:C10218,Coriariin A
8040,cpd:C10219,Corilagin
8041,cpd:C10220,"3,5-Di-O-galloyl-4-O-digalloylquinic acid"
8042,cpd:C10221,Epicatechin-(4beta->8)-ent-epicatechin
8043,cpd:C10222,Cinnamtannin A4; [Epicatechin-(4beta->8)]5-epicatechin
8044,cpd:C10223,Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester
8045,cpd:C10224,Eugeniin; Tellimagrandin II
8046,cpd:C10225,ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol
8047,cpd:C10226,Fucofuroeckol B
8048,cpd:C10227,Gallocatechin-(4alpha->8)-epigallocatechin
8049,cpd:C10228,Gambiriin C; Epiafzelechin-(4beta->8)-catechin
8050,cpd:C10229,Gemin A
8051,cpd:C10230,Geraniin
8052,cpd:C10231,Guibourtinidol-(4alpha->6)-catechin
8053,cpd:C10232,Isoterchebin; Trapain
8054,cpd:C10233,Kandelin A-1; Cinchonain-1a-(4beta->8)-catechin
8055,cpd:C10234,"Mahuannin D; ent-Apigeniflavan-(2alpha->7,4alpha->8)-epiafzelechin"
8056,cpd:C10235,Mallotusinic acid
8057,cpd:C10236,Pedunculagin
8058,cpd:C10237,"Proanthocyanidin A2; Epicatechin-(2beta->7,4beta->8)-epicatechin"
8059,cpd:C10238,Procyanidin B4; Catechin-(4alpha->8)-epicatechin
8060,cpd:C10239,Robinetinidol-(4alpha->8)-catechin-(6->4alpha)-robinetinidol
8061,cpd:C10240,Rugosin D
8062,cpd:C10241,Tellimagrandin I; 1-Desgalloyleugeniin
8063,cpd:C10242,Terminalin; Gallagic acid
8064,cpd:C10243,"1,2,3,4-Tetragalloyl-alpha-D-glucose"
8065,cpd:C10244,Agrostophyllin
8066,cpd:C10245,Astringin
8067,cpd:C10246,"Batatasin I; 2,5,7-Trimethoxyphenanthren-3-ol"
8068,cpd:C10247,Batatasin IV; 3-[2-(2-Hydroxyphenyl)ethyl]-5-methoxyphenol
8069,cpd:C10248,Blestriarene B
8070,cpd:C10249,Canaliculatol
8071,cpd:C10250,Chlorophorin
8072,cpd:C10251,Coelogin
8073,cpd:C10252,Copalliferol B
8074,cpd:C10253,Demethylbatatasin IV
8075,cpd:C10254,Dihydropinosylvin
8076,cpd:C10255,Dihydroresveratrol
8077,cpd:C10256,"4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene"
8078,cpd:C10257,"4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene"
8079,cpd:C10258,"Flavidin; 9,10-Dihydro-5H-phenanthro[4,5-bcd]pyran-2,7-diol"
8080,cpd:C10259,Glepidotin C
8081,cpd:C10260,Gnetin A
8082,cpd:C10261,Hircinol
8083,cpd:C10262,Hydrangenol
8084,cpd:C10263,"Amabiline; Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolidizin-7-yl)methyl ester"
8085,cpd:C10264,3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid
8086,cpd:C10265,Isobatatasin I
8087,cpd:C10266,Isorhapontin
8088,cpd:C10267,Loroglossol
8089,cpd:C10268,Lunularic acid
8090,cpd:C10269,"Lunularin; 3,4'-Ethylenebisphenol"
8091,cpd:C10270,Marchantin A
8092,cpd:C10271,3'-O-Methylbatatasin III
8093,cpd:C10272,"Orchinol; 9,10-Dihydro-5,7-dimethoxyphenanthren-2-ol"
8094,cpd:C10273,Oxyresveratrol
8095,cpd:C10274,Phyllodulcin
8096,cpd:C10275,"Piceid; Polydatin; 3,4,5-Trihydroxystilbene-3-beta-monoglucoside"
8097,cpd:C10276,Pinosylvin methyl ether; 5-Methoxy-3-stilbenol
8098,cpd:C10277,Anacrotine
8099,cpd:C10278,O-7-Angelylheliotridine; Rivularine
8100,cpd:C10279,Angularine
8101,cpd:C10280,Auriculine
8102,cpd:C10281,4-Prenyldihydropinosylvin
8103,cpd:C10282,Clivoline
8104,cpd:C10283,4'-Prenyloxyresveratrol
8105,cpd:C10284,Crotanecine
8106,cpd:C10285,4-Prenylresveratrol
8107,cpd:C10286,"Doronine; 4,8-Secosenecionan-8,11,16-trione, 15,20-dihydro-12-(acetyloxy)-20-chloro-15-hydroxy-4-methyl-"
8108,cpd:C10287,Pterostilbene
8109,cpd:C10288,Rhaponticin; Rhapontin
8110,cpd:C10289,epsilon-Viniferin
8111,cpd:C10290,Acamelin
8112,cpd:C10291,Alizarin 2-methyl ether; 1-Hydroxy-2-methoxyanthraquinone
8113,cpd:C10292,Alkannin
8114,cpd:C10293,"Alkannin beta,beta-dimethylacrylate"
8115,cpd:C10294,Aloe-emodin
8116,cpd:C10295,Alteichin; Alterperylenol
8117,cpd:C10296,Altersolanol A
8118,cpd:C10297,Anthragallol
8119,cpd:C10298,Ardisianone
8120,cpd:C10299,Echimidine; 7-Angelyl-9-echimidinylretronecine
8121,cpd:C10300,Aristolindiquinone
8122,cpd:C10301,Europine; 9-Lasiocarpylheliotridine
8123,cpd:C10302,Arnebinone
8124,cpd:C10303,Aurantio-obtusin beta-D-glucoside
8125,cpd:C10304,Fulvine
8126,cpd:C10305,Barbaloin; Aloin; Aloin A
8127,cpd:C10306,Bikaverin
8128,cpd:C10307,Cascaroside A
8129,cpd:C10308,Cassiamin C
8130,cpd:C10309,Cercosporin
8131,cpd:C10310,Chimaphylin; Chimaphilin
8132,cpd:C10311,7-Chloroemodin
8133,cpd:C10312,"Danthron; Chrysazin; 1,8-Dihydroxyanthraquinone"
8134,cpd:C10313,Chryso-obtusin glucoside
8135,cpd:C10314,Chrysophanic acid 9-anthrone; Chrysophanol anthrone; Chrysarobin
8136,cpd:C10315,"Chrysophanol; Chrysophanic acid; 1,8-Dihydroxy-3-methylanthraquinone"
8137,cpd:C10316,Chrysophanol 8-O-beta-D-glucoside; Chrysophanol 8-glucoside
8138,cpd:C10317,Coleone A
8139,cpd:C10318,Conocurvone
8140,cpd:C10319,Heliosupine; 7-Angelyl-9-echimidinylheliotridine
8141,cpd:C10320,Cornudentanone
8142,cpd:C10321,Heliotridine
8143,cpd:C10322,"Cyperaquinone; 3-Methyl-6-prop-1-en-2-ylfuro[3,2-f][1]benzofuran-4,8-dione"
8144,cpd:C10323,Cypripedin
8145,cpd:C10324,Heliotrine; 9-Heliotrylheliotridine
8146,cpd:C10325,Deoxylapachol
8147,cpd:C10326,Indicine
8148,cpd:C10327,Digiferrugineol; 1-Hydroxy-2-hydroxymethylanthraquinone
8149,cpd:C10328,Integerrimine
8150,cpd:C10329,"1,4-Dihydroxy-2-methylanthraquinone"
8151,cpd:C10330,Intermedine; 9-(+)-Trachelanthylretronecine
8152,cpd:C10331,"2,6-Dimethoxybenzoquinone; 2,6-Dimetoxy-p-benzoquinone"
8153,cpd:C10332,Diospyrin
8154,cpd:C10333,Isatidine; Retrorsine N-oxide
8155,cpd:C10334,Dothistromin
8156,cpd:C10335,Droserone
8157,cpd:C10336,Isolycopsamine
8158,cpd:C10337,Dunnione
8159,cpd:C10338,"Echinone; 6-((1S)-1-(Acetyloxy)-4-methyl-3-pentenyl)-8-hydroxy-5-methoxy-1,4-naphthalenedione"
8160,cpd:C10339,Jacobine
8161,cpd:C10340,Eleutherin
8162,cpd:C10341,Lasiocarpine; 7-Angelyl-9-lasiocarpylheliotridine
8163,cpd:C10342,Embelin
8164,cpd:C10343,Emodin
8165,cpd:C10344,Latifoline; (+)-Latifoline
8166,cpd:C10345,"Emodin 8-glucoside; 1-beta-D-Glucopyranosyloxy-3-methyl-6-hydroxy-8-hydroxy-9,10-anthraquinone"
8167,cpd:C10346,Frangulin A
8168,cpd:C10347,Lycopsamine; 9-Viridiflorylretronecine
8169,cpd:C10348,Macrophylline
8170,cpd:C10349,Frangulin B
8171,cpd:C10350,Monocrotaline
8172,cpd:C10351,Geranylbenzoquinone
8173,cpd:C10352,Hibiscoquinone A
8174,cpd:C10353,"Nemorensine; C(16a)-Homo-21-norsenecionan-11,16a-dione, 12,15-epoxy-1,2,15,20-tetrahydro-, (1alpha,12R,15R)-"
8175,cpd:C10354,2-Hydroxymethylanthraquinone; Anthraquinone-2-methanol
8176,cpd:C10355,Hypoxylone
8177,cpd:C10356,"Otonecine; (1R,4beta,7abeta)-2,3,5,7a-Tetrahydro-1,7a-dihydroxy-7-(hydroxymethyl)-4-methyl-1H-pyrrolizin-4-ium"
8178,cpd:C10357,Parsonsine
8179,cpd:C10358,Isodiospyrin
8180,cpd:C10359,Petasitenine
8181,cpd:C10360,2-Isoprenylemodin
8182,cpd:C10361,Phalaenopsine T
8183,cpd:C10362,Kigelinone
8184,cpd:C10363,Platyphylline
8185,cpd:C10364,Retrorsine
8186,cpd:C10365,Knipholone
8187,cpd:C10366,Lapachol
8188,cpd:C10367,beta-Lapachone
8189,cpd:C10368,Lawsone
8190,cpd:C10369,Lucidin
8191,cpd:C10370,"Lucidin omega-methyl ether; 2-(Methoxymethyl)-1,3-dihydroxyanthraquinone"
8192,cpd:C10371,"Mansonone C; 3,8-Dimethyl-5-isopropyl-1,2-naphthalenedione"
8193,cpd:C10372,9-Methoxy-alpha-lapachone
8194,cpd:C10373,5-O-Methylembelin
8195,cpd:C10374,"Morindaparvin A; 1,2-Methylenedioxyanthraquinone"
8196,cpd:C10375,Riddelline; 18-Hydroxyseneciphylline
8197,cpd:C10376,"Morindone; 1,2,5-Trihydroxy-6-methyl-9,10-anthracenedione"
8198,cpd:C10377,"Nanafrocin; (1S,3R)-Nanaomycin A"
8199,cpd:C10378,Rinderine; 9-(+)-Trachelanthylheliotridine
8200,cpd:C10379,Norobtusifolin; 2-Hydroxychrysophanol
8201,cpd:C10380,"Rosmarinine; Senecionan-11,16-dione, 1,2-dihydro-2,12-dihydroxy-, (1alpha,2alpha)-"
8202,cpd:C10381,Obtusifolin 2-glucoside
8203,cpd:C10382,Physcion 8-gentiobioside; Physcion diglucoside; Physcion 8-O-beta-D-gentiobioside
8204,cpd:C10383,Sarracine; 7-Angelyl-9-sarracinylplatynecine
8205,cpd:C10384,Physcion 8-glucoside; Physcion 8-O-beta-D-monoglucoside
8206,cpd:C10385,Plastoquinone-9; Plastoquinone A
8207,cpd:C10386,Senaetnine
8208,cpd:C10387,Plumbagin
8209,cpd:C10388,Senampeline A
8210,cpd:C10389,Prenylbenzoquinone
8211,cpd:C10390,Primin
8212,cpd:C10391,Seneciphylline
8213,cpd:C10392,Pseudohypericin
8214,cpd:C10393,"Senecivernine; 21-Norsenecionan-11,16-dione, 12-hydroxy-14-methyl-, (12zeta,13zeta)-"
8215,cpd:C10394,Pseudopurpurin
8216,cpd:C10395,Purpurin
8217,cpd:C10396,Senkirkine
8218,cpd:C10397,Purpurin 1-methyl ether
8219,cpd:C10398,Ramentaceone; 7-Methyljuglone
8220,cpd:C10399,Rapanone
8221,cpd:C10400,Supinidine
8222,cpd:C10401,Rhein
8223,cpd:C10402,Rubiadin
8224,cpd:C10403,"Supinine; Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolizin-7-yl)methyl ester, (7aS-(7(2R*,3S*),7aR*))-"
8225,cpd:C10404,Sennoside A
8226,cpd:C10405,Tectoquinone; 2-Methylanthraquinone
8227,cpd:C10406,Tricrozarin A
8228,cpd:C10407,"Ventinone A; 1,4,5-Trihydroxy-7-methoxy-2,3-dimethylanthraquinone"
8229,cpd:C10408,Symlandine; 7-Angelyl-9-(-)-viridiflorylretronecine
8230,cpd:C10409,Symphytine; 7-Tiglyl-9-(-)-viridiflorylretronecine
8231,cpd:C10410,Triangularine; 6-Angelyl-9-sarracinylretronecine
8232,cpd:C10411,Tussilagine
8233,cpd:C10412,Uplandicine; 7-Acetyl-9-echimidinylretronecine
8234,cpd:C10413,Usaramine; Mucronatine
8235,cpd:C10414,Dalbergin
8236,cpd:C10415,(+-)-Dalbergioidin
8237,cpd:C10416,Dalpanin
8238,cpd:C10417,Deguelin
8239,cpd:C10418,5-Deoxykievitone; (+-)-5-Deoxykievitone
8240,cpd:C10419,"Ferreirin; 2,3-Dihydro-5,7-dihydroxy-3-(2-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one"
8241,cpd:C10420,Genistein 8-C-glucoside
8242,cpd:C10421,Glabridin
8243,cpd:C10422,(-)-Glyceollin II
8244,cpd:C10424,Hildecarpin
8245,cpd:C10425,Hispaglabridin A
8246,cpd:C10426,1'-Acetoxychavicol acetate
8247,cpd:C10427,1'-Acetoxyeugenol acetate
8248,cpd:C10428,Anethole; t-Anethole; trans-Anethole
8249,cpd:C10429,Apiole
8250,cpd:C10430,"beta-Asarone; cis-Asarone; (Z)-1-(2,4,5-Trimethoxyphenyl)-1-propene"
8251,cpd:C10431,Caffeic acid 3-glucoside
8252,cpd:C10432,1-Caffeoyl-4-deoxyquinic acid
8253,cpd:C10433,1-Caffeoyl-beta-D-glucose
8254,cpd:C10434,5-O-Caffeoylshikimic acid
8255,cpd:C10435,Carpacin
8256,cpd:C10436,Centrolobine
8257,cpd:C10437,Chicoric acid
8258,cpd:C10438,Cinnamic acid; Benzeneacrylic acid
8259,cpd:C10439,4'-Cinnamoylmussatioside
8260,cpd:C10441,4-p-Coumaroylquinic acid
8261,cpd:C10443,Curcumin; Kacha haldi
8262,cpd:C10444,3'-Demethoxypiplartine
8263,cpd:C10445,"1,3-Dicaffeoylquinic acid; Cynarin"
8264,cpd:C10446,Diferulic acid
8265,cpd:C10447,"3,4-Dihydroxyphenylpropanoate; Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropionic acid; 3-(3,4-Dihydroxyphenyl)propanoate"
8266,cpd:C10448,Dihydroconiferyl alcohol; 4-Hydroxy-3-methoxy-benzenepropanol
8267,cpd:C10449,Dillapiole; Dillapiol
8268,cpd:C10450,Echinacoside
8269,cpd:C10451,Elemicin
8270,cpd:C10452,Estragole; 1-Methoxy-4-(2-propenyl)benzene; Methylchavicol
8271,cpd:C10453,Eugenol
8272,cpd:C10454,Methyleugenol; O-Methyleugenol; Eugenol methyl ether
8273,cpd:C10455,Fagaramide
8274,cpd:C10456,Forsythiaside
8275,cpd:C10457,Homoferreirin
8276,cpd:C10458,Furcatin
8277,cpd:C10459,Gingerdione; [6]-Gingerdione
8278,cpd:C10460,Gingerenone A
8279,cpd:C10461,4-Hydroxyhomopterocarpin
8280,cpd:C10462,[6]-Gingerol; (S)-(+)-[6]Gingerol; 6-Gingerol
8281,cpd:C10463,Grandidentatin
8282,cpd:C10464,12a-Hydroxyrotenone
8283,cpd:C10465,Iridin
8284,cpd:C10466,Hellicoside
8285,cpd:C10467,Irilone
8286,cpd:C10468,Isochlorogenic acid b
8287,cpd:C10469,Isoeugenol
8288,cpd:C10470,Isoferulic acid
8289,cpd:C10471,Irisolidone
8290,cpd:C10472,Isosafrole
8291,cpd:C10473,Jionoside B1
8292,cpd:C10474,Lusitanicoside
8293,cpd:C10475,p-Methoxycinnamaldehyde; 4-Methoxycinnamaldehyde
8294,cpd:C10476,p-Methoxycinnamic acid ethyl ester; Ethyl p-methoxycinnamate
8295,cpd:C10477,Methyl caffeate
8296,cpd:C10478,Methylisoeugenol; trans-Methylisoeugenol; Isomethyleugenol
8297,cpd:C10479,Myricoside
8298,cpd:C10480,Myristicin
8299,cpd:C10481,Orobanchoside; Crenatoside
8300,cpd:C10482,"6-Paradol; 3-Decanone, 1-(4-hydroxy-3-methoxyphenyl)-"
8301,cpd:C10483,Phaseolic acid
8302,cpd:C10484,Phenethyl caffeate; Caffeic acid phenethyl ester
8303,cpd:C10485,Plantamajoside
8304,cpd:C10486,"Licoisoflavone A; 2',4',5,7-Tetrahydroxy-3'-(3,3-dimethylallyl)isoflavone"
8305,cpd:C10487,Prenyl caffeate
8306,cpd:C10488,Purpureaside C
8307,cpd:C10490,Safrole
8308,cpd:C10491,Lonchocarpenin
8309,cpd:C10492,Salvianolic acid A
8310,cpd:C10493,Sarisan
8311,cpd:C10494,[6]-Shogaol; Shogaol
8312,cpd:C10495,Lotisoflavan
8313,cpd:C10496,Sphagnum acid
8314,cpd:C10497,Feruloylputrescine; Subaphyllin
8315,cpd:C10498,Luteone
8316,cpd:C10499,Suspensaside
8317,cpd:C10500,"1,3,4,5-Tetracaffeoylquinic acid"
8318,cpd:C10501,Verbascoside; Acteoside
8319,cpd:C10502,(-)-Maackiain; Inermin
8320,cpd:C10503,Medicarpin; (-)-Medicarpin
8321,cpd:C10504,Melannin
8322,cpd:C10505,(R)-4-Methoxydalbergione
8323,cpd:C10506,Millettone
8324,cpd:C10507,Mucronulatol
8325,cpd:C10508,(-)-Nissolin
8326,cpd:C10509,Ononin; Formononetin 7-O-glucoside
8327,cpd:C10510,Orobol
8328,cpd:C10511,Osajin
8329,cpd:C10512,Pachyrrhizone
8330,cpd:C10513,Paniculatin
8331,cpd:C10514,(-)-Phaseollin; Phaseolin
8332,cpd:C10515,(-)-Phaseollinisoflavan
8333,cpd:C10516,Pisatin; (+)-Pisatin
8334,cpd:C10517,2-(alpha-D-Glucosyl)-sn-glycerol 3-phosphate
8335,cpd:C10518,Piscerythramine
8336,cpd:C10519,Pomiferin
8337,cpd:C10520,Pratensein; 3'-Hydroxybiochanin A
8338,cpd:C10521,Prunetin
8339,cpd:C10522,Pseudobaptigenin
8340,cpd:C10523,Psoralidin
8341,cpd:C10524,Puerarin
8342,cpd:C10525,Rotenonone
8343,cpd:C10526,(-)-Sativan
8344,cpd:C10527,Sayanedine
8345,cpd:C10529,Sojagol
8346,cpd:C10530,Sophoraisoflavanone A
8347,cpd:C10531,(-)-Sparticarpin
8348,cpd:C10532,Sumatrol
8349,cpd:C10533,Tectoridin; Shekanin
8350,cpd:C10534,Tectorigenin
8351,cpd:C10535,Tephrosin
8352,cpd:C10536,"Texasin; 6,7-Dihydroxy-3-(4-methoxyphenyl)-4-benzopyrone"
8353,cpd:C10537,Toxicarol; alpha-Toxicarol
8354,cpd:C10538,Trifolirhizin; (-)-Maackiain 3-O-glucoside
8355,cpd:C10539,(-)-Variabilin
8356,cpd:C10540,Vestitol
8357,cpd:C10541,Wedelolactone
8358,cpd:C10542,Wighteone
8359,cpd:C10543,Acanthoside D; (-)-Syringaresinol di-beta-D-glucoside
8360,cpd:C10544,1-Acetoxypinoresinol
8361,cpd:C10545,Arctigenin; (-)-Arctigenin
8362,cpd:C10546,Austrobailignan 1
8363,cpd:C10547,Burseran; (+)-Burseran
8364,cpd:C10548,Cleistanthin A
8365,cpd:C10549,Cubebin
8366,cpd:C10550,Dehydrodieugenol
8367,cpd:C10551,Morelensin; (-)-Morelensin; 5'-Demethoxydeoxypodophyllotoxin
8368,cpd:C10552,"4'-Demethyldeoxypodophyllotoxin; (-)-4'-Demethyldeoxypodophyllotoxin; (5R,5aR,8aR)-5-(4-Hydroxy-3,5-dimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one"
8369,cpd:C10553,4'-Demethylpodophyllotoxin
8370,cpd:C10554,Denudatin B
8371,cpd:C10555,Deoxygomisin A; (+)-gamma-Schizandrin
8372,cpd:C10556,"Deoxypodophyllotoxin; (-)-Deoxypodophyllotoxin; (5R,5aR,8aR)-5-(3,4,5-Trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5a)-one"
8373,cpd:C10557,"Dihydroanhydropodorhizol; Yatein; (-)-Yatein; (3R,4R)-4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)dihydrofuran-2(3H)-one"
8374,cpd:C10558,Dihydrocubebin
8375,cpd:C10559,Diphyllin
8376,cpd:C10560,Eucommin A; Medioresinol 4'-O-beta-D-glucopyranoside
8377,cpd:C10561,(+)-Eudesmin; Pinoresinol dimethyl ether
8378,cpd:C10562,Eudesobovatol A
8379,cpd:C10563,Fargesone A
8380,cpd:C10564,O-Acetylcypholophine
8381,cpd:C10565,Acutumidine
8382,cpd:C10566,Alchorneine
8383,cpd:C10567,Alchornine
8384,cpd:C10568,Anantine
8385,cpd:C10569,Androcymbine
8386,cpd:C10570,Annuloline
8387,cpd:C10571,Aspergillic acid
8388,cpd:C10572,"Balsoxine; 2-Phenyl-5-(3,4-dimethoxyphenyl)oxazole"
8389,cpd:C10573,Calycanthine
8390,cpd:C10574,Futoquinol
8391,cpd:C10575,"Candicine; Ammonium, (p-hydroxyphenethyl)trimethyl-"
8392,cpd:C10576,Cannabisativine
8393,cpd:C10577,Casimiroedine
8394,cpd:C10578,Celabenzine
8395,cpd:C10579,Cephalomannine; Taxol B
8396,cpd:C10580,Cephalotaxine
8397,cpd:C10581,Cichorine
8398,cpd:C10582,Codonocarpine
8399,cpd:C10583,Crinasiadine
8400,cpd:C10584,Crinasiatine
8401,cpd:C10585,"Cryogenine; Lythran-12-one, 4'',5''-dimethoxy-2'-hydroxy-, (10-alpha)-; Vertine"
8402,cpd:C10586,Cryptopleurine
8403,cpd:C10587,Cynometrine
8404,cpd:C10588,Damascenine
8405,cpd:C10589,Decaline; Decalin
8406,cpd:C10590,Elaeocarpidine
8407,cpd:C10591,(+)-Elaeocarpine
8408,cpd:C10592,Elaeokanine C
8409,cpd:C10593,Exserohilone
8410,cpd:C10594,"Ficine; 4H-1-Benzopyran-4-one, 5,7-dihydroxy-8-(1-methyl-2-pyrrolidinyl)-2-phenyl-, (-)-"
8411,cpd:C10595,Gliotoxin
8412,cpd:C10596,Halfordinol
8413,cpd:C10597,Harringtonine
8414,cpd:C10598,Himbacine
8415,cpd:C10599,Homaline
8416,cpd:C10600,Ibotenic acid
8417,cpd:C10601,"Isoficine; 4H-1-Benzopyran-4-one, 5,7-dihydroxy-6-(1-methyl-2-pyrrolidinyl)-2-phenyl-"
8418,cpd:C10602,Lilaline
8419,cpd:C10603,Lunarine
8420,cpd:C10604,Lythramine
8421,cpd:C10605,Maculosin; Cyclo(L-Pro-L-Tyr)
8422,cpd:C10606,Maytansine
8423,cpd:C10607,Mycosporine
8424,cpd:C10608,Palustrine
8425,cpd:C10609,Phyllospadine
8426,cpd:C10610,Pilosine
8427,cpd:C10611,Pithecolobine
8428,cpd:C10612,Pleurostyline
8429,cpd:C10613,Porritoxin
8430,cpd:C10614,Securinine
8431,cpd:C10615,Shihunine
8432,cpd:C10616,(+)-Galbacin
8433,cpd:C10617,Sirodesmin H
8434,cpd:C10618,Sporidesmin
8435,cpd:C10619,Taxine A
8436,cpd:C10620,(-)-Tylocrebrine
8437,cpd:C10621,Gomisin L1 methyl ether; Rubschisandrin; (-)-gamma-Schizandrin
8438,cpd:C10622,Grandisin
8439,cpd:C10623,Tylophorine
8440,cpd:C10624,Verruculotoxin
8441,cpd:C10625,Withasomnine
8442,cpd:C10626,Zinnimidine
8443,cpd:C10627,Hinokinin
8444,cpd:C10628,cis-Hinokiresinol
8445,cpd:C10629,Acronidine
8446,cpd:C10630,Honokiol
8447,cpd:C10631,"Acronycidine; Furo(2,3-b)quinoline, 4,5,7,8-tetramethoxy-"
8448,cpd:C10632,Acronycine; Acronine
8449,cpd:C10633,Justicidin A
8450,cpd:C10634,Acrophylline
8451,cpd:C10635,Aniflorine
8452,cpd:C10636,Justicidin B
8453,cpd:C10637,Anisessine
8454,cpd:C10638,Kadsurenone
8455,cpd:C10639,Anisotine
8456,cpd:C10640,Kadsurin A
8457,cpd:C10641,Aurachin D
8458,cpd:C10642,Arborine; Glycosine
8459,cpd:C10643,Arborinine
8460,cpd:C10644,Atalanine
8461,cpd:C10645,Atalaphylline
8462,cpd:C10646,Lariciresinol; (+)-Lariciresinol
8463,cpd:C10647,Balfourodine; (+)-Balfourodine
8464,cpd:C10648,Balfourodinium
8465,cpd:C10649,Bucharaine
8466,cpd:C10650,Licarin A; (+)(-)-trans-Dehydrodiisoeugenol
8467,cpd:C10651,Magnolol
8468,cpd:C10652,Bucharidine
8469,cpd:C10653,Buntanine
8470,cpd:C10654,Casimiroin
8471,cpd:C10655,Cusparine
8472,cpd:C10656,Deoxypeganine; 3-Deoxyvasicine
8473,cpd:C10657,Magnosalicin
8474,cpd:C10658,Magnoshinin
8475,cpd:C10659,"Deoxyvasicinone; 2,3-Trimethylene-4-quinazolone"
